,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,start_year,start_month,start_hour,start_day,week_day
4567,EWR,0,6.0,10.0,31.0,20.0,1020.2,0.0,0.0,0.0,6.58333333333333,N,2015,January,22,29,Thursday
4568,Manhattan,4000,6.0,10.0,31.0,20.0,1020.2,0.0,0.0,0.0,6.58333333333333,N,2015,January,22,29,Thursday
4569,Queens,366,6.0,10.0,31.0,20.0,1020.2,0.0,0.0,0.0,6.58333333333333,N,2015,January,22,29,Thursday
4570,Staten Island,1,6.0,10.0,31.0,20.0,1020.2,0.0,0.0,0.0,6.58333333333333,N,2015,January,22,29,Thursday
4571,Unknown,1,6.0,10.0,31.0,20.0,1020.2,0.0,0.0,0.0,6.58333333333333,N,2015,January,22,29,Thursday
4572,Bronx,31,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4573,Brooklyn,588,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4574,EWR,0,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4575,Manhattan,3372,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4576,Queens,302,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4577,Staten Island,2,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4578,Unknown,1,3.0,10.0,32.0,23.0,1020.1,0.0,0.0,0.0,6.5,N,2015,January,23,29,Thursday
4579,Bronx,28,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4580,Brooklyn,521,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4581,EWR,0,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4582,Manhattan,2528,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4583,Queens,249,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4584,Staten Island,1,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4585,Unknown,2,7.0,10.0,34.0,24.0,1019.2,0.0,0.0,0.0,6.41666666666667,N,2015,January,0,30,Friday
4586,Bronx,17,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4587,Brooklyn,316,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4588,EWR,0,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4589,Manhattan,1318,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4590,Queens,141,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4591,Staten Island,1,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4592,Unknown,1,11.0,10.0,35.0,25.0,1018.4,0.0,0.0,0.0,6.33333333333333,N,2015,January,1,30,Friday
4593,Bronx,12,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4594,Brooklyn,189,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4595,EWR,0,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4596,Manhattan,736,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4597,Queens,61,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4598,Staten Island,0,3.0,10.0,35.0,24.0,1017.6,0.0,0.0,0.0,6.25,N,2015,January,2,30,Friday
4599,Bronx,5,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4600,Brooklyn,88,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4601,EWR,0,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4602,Manhattan,444,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4603,Queens,63,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4604,Staten Island,0,8.0,10.0,35.0,24.0,1017.5,0.0,0.0,0.0,6.16666666666667,N,2015,January,3,30,Friday
4605,Bronx,6,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4606,Brooklyn,118,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4607,EWR,0,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4608,Manhattan,376,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4609,Queens,42,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4610,Staten Island,0,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4611,Unknown,1,3.0,5.26666666666667,34.3333333333333,22.6666666666667,1016.5,0.0,0.0,0.0,6.08333333333333,N,2015,January,4,30,Friday
4612,Bronx,8,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4613,Brooklyn,140,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4614,EWR,0,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4615,Manhattan,499,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4616,Queens,89,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4617,Staten Island,0,3.5,1.475,32.0,27.0,1015.6,0.015,0.0,0.02,6.0,N,2015,January,5,30,Friday
4618,Bronx,16,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4619,Brooklyn,253,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4620,EWR,0,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4621,Manhattan,800,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4622,Queens,178,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4623,Staten Island,0,4.66666666666667,1.825,32.5,28.5,1014.3,0.0233333333333333,0.04,0.0,6.04166666666667,N,2015,January,6,30,Friday
4624,Bronx,48,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4625,Brooklyn,446,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4626,EWR,0,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4627,Manhattan,1680,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4628,Queens,169,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4629,Staten Island,4,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4630,Unknown,1,6.66666666666667,1.88,33.4,27.6,1013.3,0.0066666666666666706,0.0,0.0,6.08333333333333,N,2015,January,7,30,Friday
4631,Bronx,70,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4632,Brooklyn,583,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4633,EWR,0,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4634,Manhattan,2901,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4635,Queens,251,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4636,Staten Island,0,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4637,Unknown,4,4.33333333333333,4.0,34.0,28.3333333333333,1012.3,0.01,0.0,0.0,6.125,N,2015,January,8,30,Friday
4638,Bronx,57,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4639,Brooklyn,602,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4640,EWR,0,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4641,Manhattan,3246,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4642,Queens,283,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4643,Staten Island,1,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4644,Unknown,1,0.0,10.0,37.0,27.0,1011.2,0.0,0.0,0.0,6.16666666666667,N,2015,January,9,30,Friday
4645,Bronx,45,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4646,Brooklyn,493,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4647,EWR,0,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4648,Manhattan,2485,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4649,Queens,207,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4650,Staten Island,2,3.0,10.0,35.0,27.0,1010.6,0.0,0.0,0.0,6.20833333333333,N,2015,January,10,30,Friday
4651,Bronx,33,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4652,Brooklyn,401,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4653,EWR,0,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4654,Manhattan,2025,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4655,Queens,191,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4656,Staten Island,1,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4657,Unknown,4,3.0,9.1,35.0,27.0,1010.5,0.0,0.0,0.0,6.25,N,2015,January,11,30,Friday
4658,Bronx,34,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4659,Brooklyn,347,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4660,EWR,0,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4661,Manhattan,2017,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4662,Queens,181,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4663,Staten Island,0,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4664,Unknown,2,7.0,8.0,33.0,26.0,1010.2,0.0,0.03,0.07,6.29166666666667,N,2015,January,12,30,Friday
4665,Bronx,38,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4666,Brooklyn,332,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4667,EWR,0,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4668,Manhattan,1868,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4669,Queens,178,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4670,Staten Island,2,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4671,Unknown,1,8.0,4.75,32.0,25.0,1010.5,0.0,0.0,0.0,6.33333333333333,N,2015,January,13,30,Friday
4672,Bronx,40,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4673,Brooklyn,353,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4674,EWR,0,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4675,Manhattan,2083,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4676,Queens,241,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4677,Staten Island,2,7.2,2.0,32.0,25.6,1011.6,0.005,0.0,0.0,6.375,N,2015,January,14,30,Friday
4678,Bronx,38,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4679,Brooklyn,380,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4680,EWR,0,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4681,Manhattan,2307,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4682,Queens,278,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4683,Staten Island,2,5.0,5.0,32.0,26.0,1011.4,0.0,0.0,0.01,6.41666666666667,N,2015,January,15,30,Friday
4684,Bronx,58,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4685,Brooklyn,390,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4686,EWR,0,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4687,Manhattan,2873,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4688,Queens,291,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4689,Staten Island,1,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4690,Unknown,1,8.0,7.0,34.0,25.0,1011.1,0.0,0.0,0.0,6.45833333333333,N,2015,January,16,30,Friday
4691,Bronx,47,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4692,Brooklyn,460,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4693,EWR,0,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4694,Manhattan,3587,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4695,Queens,291,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4696,Staten Island,1,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4697,Unknown,2,14.0,10.0,36.3333333333333,24.0,1010.6,0.0,0.0,0.0,6.5,N,2015,January,17,30,Friday
4698,Bronx,60,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4699,Brooklyn,650,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4700,EWR,0,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4701,Manhattan,4540,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4702,Queens,325,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4703,Staten Island,1,11.0,10.0,38.0,21.0,1010.0,0.0,0.01,0.0,6.54166666666667,N,2015,January,18,30,Friday
4704,Bronx,56,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4705,Brooklyn,868,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4706,EWR,0,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4707,Manhattan,5599,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4708,Queens,420,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4709,Staten Island,2,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4710,Unknown,4,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333,N,2015,January,19,30,Friday
4711,Bronx,59,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4712,Brooklyn,957,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4713,EWR,0,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4714,Manhattan,5875,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4715,Queens,420,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4716,Staten Island,4,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4717,Unknown,2,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625,N,2015,January,20,30,Friday
4718,Bronx,58,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4719,Brooklyn,1036,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4720,EWR,0,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4721,Manhattan,5220,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4722,Queens,394,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4723,Staten Island,3,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667,N,2015,January,21,30,Friday
4724,Bronx,54,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4725,Brooklyn,1069,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4726,EWR,0,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4727,Manhattan,4886,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4728,Queens,402,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4729,Staten Island,2,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4730,Unknown,1,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333,N,2015,January,22,30,Friday
4731,Bronx,55,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4732,Brooklyn,1161,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4733,EWR,0,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4734,Manhattan,5188,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4735,Queens,481,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4736,Staten Island,5,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75,N,2015,January,23,30,Friday
4737,Bronx,43,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4738,Brooklyn,1074,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4739,EWR,0,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4740,Manhattan,4862,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4741,Queens,402,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4742,Staten Island,1,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4743,Unknown,1,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667,N,2015,January,0,31,Saturday
4744,Bronx,52,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4745,Brooklyn,1066,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4746,EWR,0,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4747,Manhattan,3586,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4748,Queens,252,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4749,Staten Island,4,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4750,Unknown,1,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333,N,2015,January,1,31,Saturday
4751,Bronx,31,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4752,Brooklyn,690,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4753,EWR,0,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4754,Manhattan,2325,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4755,Queens,163,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4756,Staten Island,1,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4757,Unknown,3,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875,N,2015,January,2,31,Saturday
4758,Bronx,21,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4759,Brooklyn,468,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4760,EWR,0,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4761,Manhattan,1450,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4762,Queens,135,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4763,Staten Island,0,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667,N,2015,January,3,31,Saturday
4764,Bronx,22,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4765,Brooklyn,350,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4766,EWR,0,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4767,Manhattan,991,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4768,Queens,110,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4769,Staten Island,0,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333,N,2015,January,4,31,Saturday
4770,Bronx,17,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0,N,2015,January,5,31,Saturday
4771,Brooklyn,228,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0,N,2015,January,5,31,Saturday
4772,EWR,0,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0,N,2015,January,5,31,Saturday
4773,Manhattan,580,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0,N,2015,January,5,31,Saturday
4774,Queens,92,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0,N,2015,January,5,31,Saturday
