,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,start_year,start_month,start_hour,start_day,week_day
11837,Queens,215,9.0,10.0,36.0,21.0,1016.0,0.0,0.0,0.0,0.0,N,2015,March,6,16,Monday
11838,Staten Island,0,9.0,10.0,36.0,21.0,1016.0,0.0,0.0,0.0,0.0,N,2015,March,6,16,Monday
11839,Bronx,44,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11840,Brooklyn,428,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11841,EWR,0,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11842,Manhattan,1391,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11843,Queens,392,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11844,Staten Island,0,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11845,Unknown,3,7.0,10.0,36.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,7,16,Monday
11846,Bronx,62,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11847,Brooklyn,461,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11848,EWR,0,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11849,Manhattan,2069,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11850,Queens,442,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11851,Staten Island,3,6.0,10.0,35.0,22.0,1016.1,0.0,0.0,0.0,0.0,N,2015,March,8,16,Monday
11852,Bronx,37,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11853,Brooklyn,510,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11854,EWR,0,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11855,Manhattan,2532,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11856,Queens,395,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11857,Staten Island,3,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11858,Unknown,1,6.0,10.0,35.0,22.0,1016.4,0.0,0.0,0.0,0.0,N,2015,March,9,16,Monday
11859,Bronx,28,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11860,Brooklyn,599,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11861,EWR,0,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11862,Manhattan,1917,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11863,Queens,340,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11864,Staten Island,3,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11865,Unknown,1,5.0,10.0,35.0,22.0,1017.1,0.0,0.0,0.0,0.0,N,2015,March,10,16,Monday
11866,Bronx,19,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11867,Brooklyn,424,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11868,EWR,0,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11869,Manhattan,1467,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11870,Queens,291,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11871,Staten Island,2,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11872,Unknown,1,3.0,10.0,36.0,22.0,1016.7,0.0,0.0,0.0,0.0,N,2015,March,11,16,Monday
11873,Bronx,38,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11874,Brooklyn,377,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11875,EWR,0,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11876,Manhattan,1415,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11877,Queens,249,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11878,Staten Island,4,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11879,Unknown,3,6.0,10.0,36.0,23.0,1016.6,0.0,0.0,0.0,0.0,N,2015,March,12,16,Monday
11880,Bronx,24,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11881,Brooklyn,292,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11882,EWR,0,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11883,Manhattan,1379,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11884,Queens,258,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11885,Staten Island,2,0.0,10.0,38.0,23.0,1016.3,0.0,0.0,0.0,0.0,N,2015,March,13,16,Monday
11886,Bronx,32,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11887,Brooklyn,323,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11888,EWR,0,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11889,Manhattan,1517,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11890,Queens,223,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11891,Staten Island,0,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11892,Unknown,2,6.0,10.0,38.0,23.0,1016.2,0.0,0.0,0.0,0.0,N,2015,March,14,16,Monday
11893,Bronx,30,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11894,Brooklyn,295,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11895,EWR,0,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11896,Manhattan,1635,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11897,Queens,303,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11898,Staten Island,1,0.0,10.0,39.0,23.0,1015.5,0.0,0.0,0.0,0.0,N,2015,March,15,16,Monday
11899,Bronx,37,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11900,Brooklyn,333,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11901,EWR,0,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11902,Manhattan,1797,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11903,Queens,411,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11904,Staten Island,3,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11905,Unknown,2,5.0,10.0,41.0,24.0,1015.0,0.0,0.0,0.0,0.0,N,2015,March,16,16,Monday
11906,Bronx,54,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11907,Brooklyn,302,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11908,EWR,0,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11909,Manhattan,2057,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11910,Queens,320,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11911,Staten Island,1,0.0,10.0,42.0,23.0,1013.9,0.0,0.0,0.0,0.0,N,2015,March,17,16,Monday
11912,Bronx,45,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11913,Brooklyn,394,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11914,EWR,0,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11915,Manhattan,2476,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11916,Queens,373,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11917,Staten Island,1,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11918,Unknown,3,7.0,10.0,45.0,22.0,1013.2,0.0,0.0,0.0,0.0,N,2015,March,18,16,Monday
11919,Bronx,42,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11920,Brooklyn,426,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11921,EWR,0,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11922,Manhattan,2765,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11923,Queens,310,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11924,Staten Island,1,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11925,Unknown,1,0.0,10.0,49.0,25.0,1011.9,0.0,0.0,0.0,0.0,N,2015,March,19,16,Monday
11926,Bronx,53,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11927,Brooklyn,507,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11928,EWR,0,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11929,Manhattan,2823,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11930,Queens,381,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11931,Staten Island,2,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11932,Unknown,1,3.0,10.0,50.0,26.0,1010.9,0.0,0.0,0.0,0.0,N,2015,March,20,16,Monday
11933,Bronx,31,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11934,Brooklyn,457,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11935,EWR,0,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11936,Manhattan,2748,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11937,Queens,399,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11938,Staten Island,4,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11939,Unknown,2,5.0,10.0,51.0,27.0,1010.6,0.0,0.0,0.0,0.0,N,2015,March,21,16,Monday
11940,Bronx,49,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11941,Brooklyn,447,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11942,EWR,0,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11943,Manhattan,2438,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11944,Queens,365,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11945,Staten Island,2,3.0,10.0,51.0,29.0,1010.3,0.0,0.0,0.0,0.0,N,2015,March,22,16,Monday
11946,Bronx,43,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11947,Brooklyn,411,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11948,EWR,0,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11949,Manhattan,1853,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11950,Queens,328,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11951,Staten Island,0,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11952,Unknown,1,0.0,10.0,48.0,30.0,1011.1,0.0,0.0,0.0,0.0,N,2015,March,23,16,Monday
11953,Bronx,17,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11954,Brooklyn,302,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11955,EWR,0,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11956,Manhattan,1197,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11957,Queens,334,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11958,Staten Island,0,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11959,Unknown,1,0.0,10.0,49.0,30.0,1010.5,0.0,0.005,0.0,0.0,N,2015,March,0,17,Tuesday
11960,Bronx,29,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11961,Brooklyn,217,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11962,EWR,0,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11963,Manhattan,694,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11964,Queens,111,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11965,Staten Island,0,5.0,10.0,49.0,30.0,1010.1,0.0,0.055,0.0,0.0,N,2015,March,1,17,Tuesday
11966,Bronx,12,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11967,Brooklyn,119,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11968,EWR,0,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11969,Manhattan,476,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11970,Queens,55,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11971,Staten Island,1,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N,2015,March,2,17,Tuesday
11972,Bronx,11,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11973,Brooklyn,72,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11974,EWR,0,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11975,Manhattan,221,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11976,Queens,28,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11977,Staten Island,0,5.0,10.0,50.0,30.0,1009.8,0.0,0.185,0.0,0.0,N,2015,March,3,17,Tuesday
11978,Bronx,9,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11979,Brooklyn,88,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11980,EWR,0,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11981,Manhattan,220,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11982,Queens,38,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11983,Staten Island,1,5.0,10.0,51.0,31.0,1008.7,0.0,0.245,0.0,0.0,N,2015,March,4,17,Tuesday
11984,Bronx,19,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11985,Brooklyn,148,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11986,EWR,0,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11987,Manhattan,412,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11988,Queens,100,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11989,Staten Island,0,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11990,Unknown,1,6.0,10.0,51.0,31.0,1007.9,0.0,0.335,0.0,0.0,N,2015,March,5,17,Tuesday
11991,Bronx,28,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11992,Brooklyn,244,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11993,EWR,0,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11994,Manhattan,683,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11995,Queens,144,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11996,Staten Island,1,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11997,Unknown,1,3.0,10.0,51.0,32.0,1006.8,0.0,0.4,0.0,0.0,N,2015,March,6,17,Tuesday
11998,Bronx,36,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
11999,Brooklyn,402,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12000,EWR,0,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12001,Manhattan,1400,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12002,Queens,180,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12003,Staten Island,1,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12004,Unknown,3,3.0,10.0,50.0,33.0,1006.2,0.0,0.395,0.0,0.0,N,2015,March,7,17,Tuesday
12005,Bronx,67,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12006,Brooklyn,555,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12007,EWR,0,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12008,Manhattan,2228,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12009,Queens,332,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12010,Staten Island,0,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12011,Unknown,4,3.0,10.0,49.0,33.0,1005.2,0.0,0.385,0.0,0.0,N,2015,March,8,17,Tuesday
12012,Bronx,54,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12013,Brooklyn,634,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12014,EWR,0,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12015,Manhattan,2841,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12016,Queens,330,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12017,Staten Island,2,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12018,Unknown,2,3.0,8.0,49.0,35.0,1003.5,0.01,0.375,0.0,0.0,N,2015,March,9,17,Tuesday
12019,Bronx,35,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12020,Brooklyn,631,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12021,EWR,0,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12022,Manhattan,2113,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12023,Queens,292,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12024,Staten Island,2,4.0,10.0,50.0,36.0,1002.9,0.0,0.33,0.0,0.0,N,2015,March,10,17,Tuesday
12025,Bronx,35,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12026,Brooklyn,398,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12027,EWR,0,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12028,Manhattan,1373,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12029,Queens,213,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12030,Staten Island,0,5.0,10.0,49.0,36.0,1002.8,0.0,0.24,0.0,0.0,N,2015,March,11,17,Tuesday
12031,Bronx,37,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12032,Brooklyn,356,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12033,EWR,0,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12034,Manhattan,1345,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12035,Queens,215,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12036,Staten Island,3,3.0,7.0,48.0,38.0,1002.1,0.0,0.01,0.01,0.0,N,2015,March,12,17,Tuesday
12037,Bronx,28,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12038,Brooklyn,305,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12039,EWR,0,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12040,Manhattan,1315,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12041,Queens,229,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12042,Staten Island,0,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12043,Unknown,1,5.0,7.0,49.0,39.0,1001.4,0.01,0.17,0.0,0.0,N,2015,March,13,17,Tuesday
12044,Bronx,24,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12045,Brooklyn,308,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12046,EWR,0,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12047,Manhattan,1503,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12048,Queens,185,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12049,Staten Island,0,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12050,Unknown,1,5.0,8.0,50.0,38.0,1000.9,0.0,0.135,0.0,0.0,N,2015,March,14,17,Tuesday
12051,Bronx,36,5.0,8.0,54.0,40.0,1000.8,0.0,0.085,0.0,0.0,N,2015,March,15,17,Tuesday
12052,Brooklyn,304,5.0,8.0,54.0,40.0,1000.8,0.0,0.085,0.0,0.0,N,2015,March,15,17,Tuesday
12053,EWR,0,5.0,8.0,54.0,40.0,1000.8,0.0,0.085,0.0,0.0,N,2015,March,15,17,Tuesday
12054,Manhattan,1654,5.0,8.0,54.0,40.0,1000.8,0.0,0.085,0.0,0.0,N,2015,March,15,17,Tuesday
12055,Queens,316,5.0,8.0,54.0,40.0,1000.8,0.0,0.085,0.0,0.0,N,2015,March,15,17,Tuesday
